Matricula;Nome;Gastos;Bolsas_Valor;Notas;Tempo_Entrega_Dias;Hemoglobina;Dose_Radiacao
627984;Cauã Nunes;335.8135270119838;6.590764036490084;4.741228890977357;0.16560354870423122;14.68807573597595;8.21317015200435
718093;José Miguel Cassiano;647.9354977997282;5.958062465617484;2.2728056484406887;4.290566345073187;12.942561810850853;26.581222984331884
584217;Gustavo Pinto;375.6921807795087;5.894789447578922;1.9564354029963549;1.7765802585202213;12.259624520620882;13.93089669210018
261123;Arthur Brito;623.5752143221927;4.946260085642475;2.3751359431428254;1.5846321420374416;17.268203376530884;41.84492729366631
818642;Isabelly Correia;678.8227298171826;2.757525252163599;1.3795089964293072;3.5950308168251457;13.669008446543394;15.687518737064586
334835;Rhavi Caldeira;159.3207451701748;3.811769563558472;9.364741398489043;1.092670487312478;14.023852510059763;61.668777303018636
584013;Thomas Cassiano;540.5392219596272;6.036744033588832;3.3798837668787507;2.8823143364424544;13.729779876755593;50.7878112294732
655953;Maria Helena Siqueira;276.01667930260766;5.2732901936366545;7.796089401804201;0.5505186992575559;13.971726343681421;35.55355869569513
382983;Ravi Lucca Lima;517.3903862952619;4.669356804613765;6.696719717993415;1.3086597161405764;15.553590327837792;21.635099997302802
719021;Maria Flor da Rocha;307.3526003967252;4.180949196904787;9.482538979474864;3.504138206008485;13.776135944024078;5.176207543049119
855792;Francisco Nunes;518.5645022573964;6.608144175923917;5.264128043988956;3.296542946872766;14.85956830716589;26.89102670640225
839834;André Leão;613.171793958646;5.541457521514692;1.9690805835863112;0.5303168914178737;13.472546687168094;58.50135772262284
835813;Laís Brito;674.8096665805843;4.7556813848332755;6.43722356961788;4.959039219604886;16.08343692808323;64.04294261794209
502846;Dr. Henrique Correia;522.2998247547464;4.941084475701122;2.717428639042092;0.42798008655421027;13.632827100194678;11.133362217062876
150394;Thales Siqueira;419.12446360137915;5.063208736446228;8.924084321696284;0.720382510795724;13.60715247748821;34.32042505216904
113123;Sara Lima;440.29557634341904;6.120538745808867;5.07902686480045;1.8587492674107402;14.21901450105046;17.070196832606943
454015;Davi Luiz Campos;537.0614439822612;6.036883998704088;2.911672733269394;5.260528331063174;13.532259547109286;5.950939110623308
938022;Ravy Fogaça;395.93390735486133;5.2909080202208765;7.6752263847132705;1.5972176990228122;14.342445831248718;16.125655003461034
823638;Ana Martins;515.3741488187268;5.556851231232123;7.218022667143896;4.830523416951345;15.337788495901302;23.72465841672538
670518;Melissa Araújo;253.50078842937347;5.171522772163953;8.55059899008189;4.432813838779561;16.22552600104517;66.56558276281218
173140;Allana Marques;460.1274797706624;4.045045925807713;4.86550036869798;0.22676490277523187;14.954539551177085;89.98257884336718
266977;Lívia Oliveira;775.9207430940844;5.006154615672922;1.2545021585460137;0.12731648809698387;15.133594339040497;19.5857698960856
540374;Natália Barbosa;565.5862857881357;4.827948418234797;2.588781261445372;2.1052245728286723;14.733187726244296;96.41447289710771
808347;Alice Guerra;369.7365486173528;4.155923551471882;5.979948215440146;8.18144292108061;14.3267167246798;32.10007724943247
531481;Sofia Santos;505.96534527263054;2.709757760660033;2.0758881623062866;0.8824548854716259;12.853573410330144;9.724040722593218
940870;Maria Laura Martins;537.8301864687712;4.356494504918843;4.800721275006775;2.3514175194020703;13.098456922180176;49.063345381220536
782866;Dra. Ana Cavalcanti;669.2969831253622;4.66290312494956;1.7642347576017081;1.254515427695869;13.999188109575913;39.180000560267914
335258;Allana das Neves;212.97030574905028;5.3815913265999535;6.936220882326173;2.0154602065163107;13.25297608760901;131.09860780420343
219159;Maria Fernanda Rezende;424.3266393406795;4.980493115852808;4.647912026169889;0.3762215276806963;13.89035293517706;40.40471681800186
293788;Juliana Lima;471.15377964787183;7.424543358300654;7.461242613962734;6.147649835995123;12.150535625932179;58.07432218733255
449703;João Souza;432.78865081186143;5.573074683870571;6.704821961401606;3.6599129455741055;14.42435432596888;36.88019337446291
423109;Mathias Albuquerque;563.2725029923331;3.841934490267655;0.5563881037338714;3.0303100991352934;11.333941505052225;10.082752491912018
611091;Henrique Vargas;298.6557768358159;5.682391029016702;2.8896919427311154;0.9672345515654738;12.875712670682777;28.419298588873637
477579;Emilly da Cruz;450.4137416052123;3.650649176397671;7.33987024765362;3.3503627953104256;10.208850536563983;27.34132649845826
502308;Isabel Cirino;557.8140522924614;3.689581001988878;3.4171784668726293;0.8902583920575687;10.598060121649711;117.59074155376119
201493;Isaque Sampaio;502.69238275530125;4.490113879134892;3.4819134271641605;4.20433002109313;14.200362303878471;13.868383094495265
135801;Benjamim Brito;625.4690237734312;3.972292682282899;1.273113707025434;1.0135394096859254;13.974675945559511;14.034460950868775
669210;Isabella Aragão;431.43857220539155;6.389563803927606;6.806264975637715;2.55194937136909;13.887273291235694;34.04514860358954
526956;Leonardo Cirino;484.8572840265283;4.43382503571644;4.27299923218389;6.899211753894495;15.327372292721753;40.06359086826548
143172;Heloisa Farias;739.0592833510649;4.063505717646205;8.024091383355866;3.176058658547574;14.68421087539316;11.497621158600404
141260;Luna Albuquerque;637.6647145131215;5.399649277815001;9.027858994465442;1.0417425066559551;13.22716993629875;22.706926829723656
